date,open,high,low,close,volume
2010-06-02,967.777,997.29,952.78,997.292,107462700.0
2010-06-03,1002.529,1026.88,997.95,998.568,161680500.0
2010-06-04,989.934,1027.94,986.76,1027.944,150029500.0
2010-06-07,1005.285,1075.5,1001.96,1069.741,265527500.0
2010-06-08,1067.625,1075.81,1051.26,1067.456,197672000.0
2010-06-09,1071.154,1102.41,1069.73,1078.127,254156800.0
2010-06-10,1078.0739999999996,1119.52,1076.68,1117.891,219740400.0
2010-06-11,1122.962,1128.75,1119.22,1122.717,222487400.0
2010-06-17,1126.663,1130.22,1065.34,1065.343,176428300.0
2010-06-18,1052.565,1053.64,993.64,1000.75,163065000.0
2010-06-21,992.614,1043.85,977.06,1041.492,157479700.0
2010-06-22,1037.726,1058.07,1034.33,1035.681,142716200.0
2010-06-23,1027.545,1057.05,1024.42,1048.032,125735900.0
2010-06-24,1047.453,1060.46,1042.23,1051.298,106913200.0
2010-06-25,1046.933,1046.93,999.85,1016.983,123729800.0
2010-06-28,1009.918,1015.11,984.89,988.508,92067300.0
2010-06-29,986.251,992.91,913.17,913.938,149779900.0
2010-06-30,898.91,922.45,881.97,919.948,122366100.0
2010-07-01,915.025,921.85,882.8,882.798,104957200.0
2010-07-02,879.556,885.95,833.2,873.722,128883300.0
2010-07-05,857.96,871.46,843.31,862.862,91586400.0
2010-07-06,859.85,899.06,858.39,894.334,116523100.0
2010-07-07,897.1489999999999,909.17,890.95,909.175,104616200.0
2010-07-08,912.625,914.93,887.64,906.133,109808700.0
2010-07-09,904.227,937.29,897.61,932.9,145146000.0
2010-07-12,932.29,941.83,924.8,930.93,126360000.0
2010-07-13,925.696,937.4,907.04,931.833,146865700.0
2010-07-14,930.501,938.69,916.82,923.108,142358600.0
2010-07-15,920.79,931.31,893.28,893.279,117588000.0
2010-07-16,885.835,895.83,869.78,893.072,100931200.0
2010-07-19,882.421,910.97,878.83,908.837,93880200.0
2010-07-20,910.332,938.36,910.33,937.829,136580800.0
2010-07-21,940.912,959.87,938.97,942.067,166574500.0
2010-07-22,939.032,951.03,932.83,951.033,132660200.0
2010-07-23,952.665,965.58,948.95,961.421,172125100.0
2010-07-26,963.595,967.57,955.59,966.992,147603500.0
2010-07-27,964.379,968.88,956.56,958.798,136182100.0
2010-07-28,956.016,973.38,955.35,973.377,156618200.0
2010-07-29,975.141,982.87,966.44,976.208,179419300.0
2010-07-30,972.506,972.51,956.75,969.27,145848600.0
2010-08-02,969.29,995.09,969.29,995.091,181036400.0
2010-08-03,996.058,997.13,976.49,976.491,175705800.0
2010-08-04,972.249,978.86,956.76,978.862,144616500.0
2010-08-05,981.12,998.97,979.18,988.208,177039900.0
2010-08-06,988.824,1012.27,986.49,1012.267,189906100.0
