date,open,high,low,close,volume
2007-09-05,5799.468000000003,5835.276999999999,5710.541,5788.976,23030105700.0
2007-09-06,5806.333000000001,5862.422,5803.2559999999985,5814.922,28154103200.0
2007-09-07,5765.268,5797.4659999999985,5646.715,5666.934,31318568200.0
2007-09-10,5619.795,5727.813,5583.627,5718.764,25627156000.0
2007-09-11,5721.276,5738.882,5436.066999999999,5462.57,29548124000.0
2007-09-12,5423.672,5559.314,5407.585,5539.834,25018909300.0
2007-09-13,5546.99,5632.875,5540.502,5632.875,18625057200.0
2007-09-14,5643.95,5664.679,5519.444,5660.689,24115782500.0
2007-09-17,5642.168000000002,5728.8269999999975,5624.853,5700.499,25474552400.0
2007-09-18,5704.741,5704.741,5568.557,5637.688,25813593000.0
2007-09-19,5644.334,5672.227,5488.6,5526.357,21454554600.0
2007-09-20,5543.542,5594.147,5469.245,5549.621,20196450400.0
2007-09-21,5577.744000000002,5577.744000000002,5406.835999999998,5494.828,22685086600.0
2007-09-24,5498.221,5511.499,5438.61,5497.319,21366527800.0
2007-09-25,5548.625,5647.0880000000025,5526.198,5647.0880000000025,18494408800.0
2007-09-26,5672.8719999999985,5689.479,5530.379,5550.623000000001,13420437200.0
2007-09-27,5550.701,5655.167,5518.311,5647.728,13039210800.0
2007-09-28,5675.151999999999,5817.805,5675.151999999999,5799.915,17868480600.0
2007-10-08,5893.818,5908.806,5757.339,5813.02,19417067900.0
2007-10-09,5798.427,5895.251,5736.2980000000025,5882.229,17330180600.0
2007-10-10,5890.801,5988.626,5859.772,5944.649,20871191000.0
2007-10-11,5931.2580000000025,5934.81,5866.768,5882.2890000000025,21861673400.0
2007-10-12,5875.055,5877.397,5514.9119999999975,5800.505,26210538000.0
2007-10-15,5768.34,5794.485,5681.659000000002,5742.521,19417310400.0
2007-10-16,5747.861,5781.474,5689.387,5763.706,18119726400.0
2007-10-17,5757.755,5811.526999999999,5741.218000000003,5793.573,18119714700.0
2007-10-18,5812.454000000002,5812.454000000002,5619.05,5638.229,17399852600.0
2007-10-19,5643.069,5754.538000000001,5606.905,5754.538000000001,17984908800.0
2007-10-22,5687.781999999997,5732.444,5582.467,5592.661,18663743300.0
2007-10-23,5590.573,5622.378000000002,5486.326999999998,5585.398,18868254300.0
2007-10-24,5587.8319999999985,5662.8669999999975,5561.8669999999975,5579.26,16685866200.0
2007-10-25,5545.993,5550.898,5260.801,5316.324000000001,21773917100.0
2007-10-26,5253.924,5363.889,5220.5340000000015,5336.993,13244633100.0
2007-10-29,5345.564,5398.871,5309.759,5376.996,11610149300.0
