date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,1741.07,
2017-08-02,0.0,-1.0,0.0,-1.0,0,0,1724.83,-0.93
2017-08-03,0.0,-1.0,0.0,-1.0,0,0,1733.12,0.48
2017-08-04,0.0,-1.0,0.0,-1.0,0,0,1719.62,-0.78
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,1732.43,0.74
2017-08-08,1.0,-0.0,1.0,-0.0,0,0,1762.42,1.73
2017-08-09,1.0,-0.0,1.0,-0.0,0,0,1763.05,0.04
2017-08-10,0.07,-0.0,0.0,-0.0,1,0,1753.67,-0.53
2017-08-11,0.0,-0.6,0.0,-0.64,0,1,1742.14,-0.66
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,1793.48,2.95
2017-08-15,0.0,-0.83,0.0,-0.96,0,1,1798.57,0.28
2017-08-16,1.0,-0.0,1.0,-0.0,0,0,1825.19,1.48
2017-08-17,1.0,-0.0,1.0,-0.0,0,0,1833.4,0.45
2017-08-18,0.71,-0.0,0.71,-0.0,1,0,1821.8,-0.63
2017-08-21,0.0,-0.0,0.0,-0.0,0,0,1829.22,0.41
2017-08-22,1.0,-0.0,1.0,-0.0,0,0,1814.92,-0.78
2017-08-23,1.0,-0.0,1.0,-0.0,0,0,1807.37,-0.42
2017-08-24,1.0,-0.0,1.0,-0.0,0,0,1795.74,-0.64
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,1812.88,0.95
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,1842.83,1.65
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,1831.59,-0.61
2017-08-30,0.0,-1.0,0.0,-1.0,0,0,1838.63,0.38
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,1849.38,0.58
2017-09-01,1.0,-1.0,1.0,-1.0,0,0,1865.25,0.86
2017-09-04,1.0,-0.3,1.0,-0.44,0,1,1883.62,0.98
2017-09-05,0.0,-1.0,0.0,-1.0,0,0,1885.16,0.08
2017-09-06,1.0,-0.0,1.0,-0.0,0,0,1902.86,0.94
2017-09-07,1.0,-0.0,1.0,-0.0,0,0,1890.38,-0.66
2017-09-08,0.0,-0.0,0.17,-0.0,1,0,1885.27,-0.27
2017-09-11,0.14,-0.0,0.13,-0.0,1,0,1896.38,0.59
2017-09-12,1.0,-0.0,1.0,-0.0,0,0,1884.48,-0.63
2017-09-13,1.0,-0.0,1.0,-0.0,0,0,1888.43,0.21
2017-09-14,0.0,-0.94,0.0,-0.93,0,1,1879.25,-0.49
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,1875.63,-0.19
