date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,8448.41,
2017-08-02,0.0,-0.16,0.0,-0.2,0,1,8395.47,-0.63
2017-08-03,0.0,-1.0,0.0,-1.0,0,0,8389.67,-0.07
2017-08-04,0.0,-0.0,0.0,-0.0,0,0,8343.09,-0.56
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,8411.21,0.82
2017-08-08,0.0,-0.0,0.0,-0.0,0,0,8437.37,0.31
2017-08-09,0.0,-0.0,0.0,-0.0,0,0,8470.9,0.4
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,8411.04,-0.71
2017-08-11,1.0,-1.0,1.0,-1.0,0,0,8263.31,-1.76
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,8427.09,1.98
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,8457.97,0.37
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,8492.75,0.41
2017-08-17,0.0,-1.0,0.0,-1.0,0,0,8542.39,0.58
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,8513.27,-0.34
2017-08-21,0.0,-0.37,0.0,-0.45,0,1,8574.2,0.72
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,8539.13,-0.41
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,8510.3,-0.34
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,8458.54,-0.61
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,8543.05,1.0
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,8655.24,1.31
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,8632.75,-0.26
2017-08-30,0.0,-0.53,0.0,-0.58,0,1,8668.49,0.41
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,8678.52,0.12
2017-09-01,0.53,-0.0,0.16,-0.0,1,0,8730.07,0.59
2017-09-04,1.0,-0.0,0.88,-0.0,1,0,8788.53,0.67
2017-09-05,0.0,-0.89,0.0,-0.99,0,1,8802.83,0.16
2017-09-06,0.0,-0.06,0.0,-0.15,0,1,8832.03,0.33
2017-09-07,0.0,-0.0,0.0,-0.0,0,0,8798.69,-0.38
2017-09-08,0.0,-0.0,0.0,-0.0,0,0,8809.14,0.12
2017-09-11,0.9,-0.0,0.19,-0.0,1,0,8876.74,0.77
2017-09-12,0.0,-1.0,0.0,-1.0,0,1,8861.21,-0.17
2017-09-13,0.52,-0.0,0.43,-0.0,1,0,8903.62,0.48
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,8894.92,-0.1
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,8876.42,-0.21
