date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,11186.67,
2017-08-02,0.82,-0.0,0.59,-0.0,1,0,11116.41,-0.63
2017-08-03,0.0,-1.0,0.0,-0.99,0,1,11094.57,-0.2
2017-08-04,0.0,-0.0,0.0,-0.0,0,0,11026.95,-0.61
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,11101.56,0.68
2017-08-08,0.46,-0.0,0.0,-0.0,1,0,11122.01,0.18
2017-08-09,0.0,-0.0,0.0,-0.0,0,0,11158.69,0.33
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,11109.57,-0.44
2017-08-11,0.0,-1.0,0.0,-1.0,0,0,10957.34,-1.37
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,11189.01,2.11
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,11251.86,0.56
2017-08-16,0.0,-0.44,0.0,-0.52,0,1,11311.24,0.53
2017-08-17,0.0,-1.0,0.0,-1.0,0,0,11373.18,0.55
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,11319.69,-0.47
2017-08-21,0.0,-0.22,0.0,-0.27,0,1,11402.03,0.73
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,11376.4,-0.22
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,11325.53,-0.45
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,11251.98,-0.65
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,11358.46,0.95
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,11490.64,1.16
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,11462.1,-0.25
2017-08-30,0.0,-1.0,0.0,-1.0,0,0,11500.55,0.34
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,11532.6,0.28
2017-09-01,0.0,-0.54,0.0,-0.71,0,1,11603.86,0.62
2017-09-04,0.0,-0.0,0.0,-0.03,0,1,11678.37,0.64
2017-09-05,0.0,-1.0,0.0,-1.0,0,0,11701.25,0.2
2017-09-06,0.0,-0.44,0.0,-0.63,0,1,11734.46,0.28
2017-09-07,0.0,-0.03,0.0,-0.07,0,1,11683.0,-0.44
2017-09-08,0.0,-0.0,0.0,-0.0,0,0,11716.69,0.29
2017-09-11,1.0,-0.0,1.0,-0.0,0,0,11832.6,0.99
2017-09-12,0.0,-1.0,0.0,-1.0,0,0,11817.68,-0.13
2017-09-13,0.0,-0.0,0.0,-0.0,0,0,11857.66,0.34
2017-09-14,0.04,-0.03,0.08,-0.0,1,1,11822.83,-0.29
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,11783.01,-0.34
