date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,6286.54,
2017-08-02,0.0,-0.0,0.0,-0.0,0,0,6251.86,-0.55
2017-08-03,0.0,-0.01,0.0,-0.0,0,1,6261.97,0.16
2017-08-04,1.0,-0.0,1.0,-0.0,0,0,6225.12,-0.59
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,6303.42,1.26
2017-08-08,0.0,-1.0,0.0,-1.0,0,0,6303.72,0.0
2017-08-09,1.0,-0.67,1.0,-0.91,0,1,6340.02,0.58
2017-08-10,0.85,-0.77,0.72,-0.79,1,1,6289.22,-0.8
2017-08-11,1.0,-0.0,1.0,-0.0,0,0,6161.19,-2.04
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,6292.64,2.13
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,6314.76,0.35
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,6318.8,0.06
2017-08-17,0.0,-1.0,0.0,-1.0,0,0,6366.03,0.75
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,6347.76,-0.29
2017-08-21,0.0,-0.37,0.0,-0.4,0,1,6403.78,0.88
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,6375.98,-0.43
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,6322.78,-0.83
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,6278.59,-0.7
2017-08-25,0.0,-1.0,0.0,-1.0,0,0,6346.53,1.08
2017-08-28,0.0,-1.0,0.0,-1.0,0,0,6424.58,1.23
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,6408.16,-0.26
2017-08-30,0.0,-0.0,0.0,-0.0,0,0,6453.46,0.71
2017-08-31,0.0,-0.69,0.0,-0.76,0,1,6470.43,0.26
2017-09-01,1.0,-0.0,1.0,-0.0,0,0,6526.5,0.87
2017-09-04,1.0,-0.0,0.77,-0.0,1,0,6564.68,0.58
2017-09-05,0.0,-0.0,0.0,-0.0,0,0,6571.86,0.11
2017-09-06,0.0,-0.0,0.0,-0.0,0,0,6607.12,0.54
2017-09-07,0.55,-0.0,0.62,-0.0,1,0,6558.6,-0.73
2017-09-08,0.32,-0.0,0.58,-0.0,1,0,6574.18,0.24
2017-09-11,1.0,-0.0,1.0,-0.0,0,0,6649.63,1.15
2017-09-12,0.0,-1.0,0.0,-1.0,0,0,6644.01,-0.08
2017-09-13,1.0,-0.0,1.0,-0.0,0,0,6684.38,0.61
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,6672.19,-0.18
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,6622.04,-0.75
