date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.71,-0.0,0.0,-0.0,1,0,3292.64,
2017-08-02,0.0,-1.0,0.0,-1.0,0,0,3285.06,-0.23
2017-08-03,1.0,-0.08,1.0,-0.0,0,1,3272.93,-0.37
2017-08-04,1.0,-0.0,1.0,-0.0,0,0,3262.08,-0.33
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,3279.46,0.53
2017-08-08,0.0,-1.0,0.0,-1.0,0,0,3281.87,0.07
2017-08-09,0.0,-1.0,0.0,-1.0,0,0,3275.57,-0.19
2017-08-10,1.0,-1.0,1.0,-1.0,0,0,3261.75,-0.42
2017-08-11,1.0,-0.0,1.0,-0.0,0,0,3208.54,-1.63
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,3237.36,0.9
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,3251.26,0.43
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,3246.45,-0.15
2017-08-17,1.0,-0.0,1.0,-0.0,0,0,3268.43,0.68
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,3268.72,0.01
2017-08-21,0.0,-1.0,0.0,-1.0,0,0,3286.91,0.56
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,3290.23,0.1
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,3287.7,-0.08
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,3271.51,-0.49
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,3331.52,1.83
2017-08-28,0.0,-0.0,0.0,-0.0,0,0,3362.65,0.93
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,3365.23,0.08
2017-08-30,0.0,-0.82,0.0,-0.95,0,1,3363.63,-0.05
2017-08-31,0.0,-0.0,0.0,-0.0,0,0,3360.81,-0.08
2017-09-01,0.0,-0.0,0.0,-0.0,0,0,3367.12,0.19
2017-09-04,0.0,-0.0,0.0,-0.0,0,0,3379.58,0.37
2017-09-05,0.0,-0.0,0.0,-0.0,0,0,3384.32,0.14
2017-09-06,0.0,-0.0,0.0,-0.0,0,0,3385.39,0.03
2017-09-07,1.0,-0.0,1.0,-0.0,0,0,3365.5,-0.59
2017-09-08,1.0,-0.0,1.0,-0.0,0,0,3365.24,-0.01
2017-09-11,1.0,-0.0,1.0,-0.0,0,0,3376.42,0.33
2017-09-12,1.0,-0.0,1.0,-0.36,0,1,3379.49,0.09
2017-09-13,1.0,-0.0,1.0,-0.0,0,0,3384.15,0.14
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,3371.43,-0.38
2017-09-15,1.0,-0.89,1.0,-1.0,0,1,3353.62,-0.53
