date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,12559.46,
2017-08-02,0.0,-0.47,0.0,-0.58,0,1,12492.63,-0.53
2017-08-03,0.95,-0.0,0.98,-0.0,1,0,12453.06,-0.32
2017-08-04,1.0,-0.0,1.0,-0.0,0,0,12363.83,-0.72
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,12471.05,0.87
2017-08-08,1.0,-0.0,1.0,-0.0,0,0,12526.99,0.45
2017-08-09,0.0,-0.0,0.0,-0.0,0,0,12584.85,0.46
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,12508.74,-0.6
2017-08-11,1.0,-1.0,1.0,-1.0,0,0,12282.81,-1.81
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,12555.48,2.22
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,12603.19,0.38
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,12652.27,0.39
2017-08-17,0.0,-1.0,0.0,-1.0,0,0,12715.47,0.5
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,12668.55,-0.37
2017-08-21,0.0,-0.31,0.0,-0.33,0,1,12758.89,0.71
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,12716.17,-0.33
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,12674.82,-0.33
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,12596.25,-0.62
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,12724.3,1.02
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,12904.23,1.41
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,12853.97,-0.39
2017-08-30,0.17,-0.0,0.0,-0.0,1,0,12915.55,0.48
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,12918.79,0.03
2017-09-01,1.0,-0.0,0.8,-0.0,1,0,12995.13,0.59
2017-09-04,1.0,-0.0,1.0,-0.0,0,0,13093.42,0.76
2017-09-05,0.0,-0.44,0.0,-0.56,0,1,13122.2,0.22
2017-09-06,0.0,-0.0,0.0,-0.0,0,0,13167.15,0.34
2017-09-07,0.0,-0.0,0.0,-0.0,0,0,13100.91,-0.5
2017-09-08,0.9,-0.0,1.0,-0.0,1,0,13103.09,0.02
2017-09-11,1.0,-0.0,1.0,-0.0,0,0,13202.17,0.76
2017-09-12,0.33,-0.98,0.18,-1.0,1,1,13190.08,-0.09
2017-09-13,1.0,-0.0,1.0,-0.0,0,0,13247.28,0.43
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,13222.19,-0.19
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,13213.37,-0.07
