date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,1.0,-0.0,1.0,-0.0,0,0,3770.38,
2017-08-02,0.0,-0.0,0.0,-0.0,0,0,3760.85,-0.25
2017-08-03,1.0,-0.0,1.0,-0.0,0,0,3727.83,-0.88
2017-08-04,1.0,-0.79,1.0,-0.99,0,1,3707.58,-0.54
2017-08-07,1.0,-1.0,0.91,-1.0,1,0,3726.79,0.52
2017-08-08,0.0,-1.0,0.0,-1.0,0,0,3732.21,0.15
2017-08-09,0.0,-1.0,0.0,-1.0,0,0,3731.04,-0.03
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,3715.92,-0.41
2017-08-11,0.0,-1.0,0.0,-1.0,0,0,3647.35,-1.85
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,3694.68,1.3
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,3706.06,0.31
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,3701.42,-0.13
2017-08-17,1.0,-0.0,1.0,-0.0,0,0,3721.28,0.54
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,3724.67,0.09
2017-08-21,1.0,-0.0,1.0,-0.0,0,0,3740.99,0.44
2017-08-22,0.41,-1.0,0.0,-1.0,1,0,3752.3,0.3
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,3756.09,0.1
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,3734.65,-0.57
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,3795.75,1.64
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,3842.71,1.24
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,3834.54,-0.21
2017-08-30,0.0,-0.66,0.0,-0.66,0,1,3834.3,-0.01
2017-08-31,1.0,-0.0,1.0,-0.0,0,0,3822.09,-0.32
2017-09-01,0.0,-0.0,0.0,-0.0,0,0,3830.54,0.22
2017-09-04,0.0,-0.0,0.0,-0.0,0,0,3845.62,0.39
2017-09-05,0.0,-0.0,0.0,-0.0,0,0,3857.05,0.3
2017-09-06,0.0,-0.2,0.0,-0.17,0,1,3849.45,-0.2
2017-09-07,1.0,-0.12,1.0,-0.17,0,1,3829.87,-0.51
2017-09-08,0.04,-1.0,0.0,-1.0,1,0,3825.99,-0.1
2017-09-11,0.09,-1.0,0.0,-1.0,1,0,3825.65,-0.01
2017-09-12,1.0,-0.0,1.0,-0.0,0,0,3837.93,0.32
2017-09-13,0.0,-0.46,0.0,-0.18,0,1,3842.61,0.12
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,3829.96,-0.33
2017-09-15,1.0,-0.07,1.0,-0.0,0,1,3831.3,0.03
