date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,1.0,-0.0,1.0,-0.0,0,0,8251.72,
2017-08-02,1.0,-0.0,0.45,-0.0,1,0,8241.94,-0.12
2017-08-03,1.0,-0.6,1.0,-0.74,0,1,8170.6,-0.87
2017-08-04,1.0,-0.29,1.0,-0.41,0,1,8128.7,-0.51
2017-08-07,1.0,-1.0,1.0,-1.0,0,0,8167.09,0.47
2017-08-08,0.0,-1.0,0.0,-1.0,0,0,8170.72,0.04
2017-08-09,0.0,-1.0,0.0,-1.0,0,0,8150.1,-0.25
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,8116.39,-0.41
2017-08-11,1.0,-0.0,1.0,-0.0,0,0,7977.68,-1.71
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,8052.98,0.94
2017-08-15,0.0,-0.0,0.0,-0.0,0,0,8080.5,0.34
2017-08-16,0.0,-1.0,0.0,-1.0,0,0,8050.56,-0.37
2017-08-17,1.0,-0.0,1.0,-0.0,0,0,8097.89,0.59
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,8111.77,0.17
2017-08-21,0.0,-1.0,0.0,-1.0,0,0,8143.25,0.39
2017-08-22,1.0,-0.6,0.71,-1.0,1,1,8186.74,0.53
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,8198.1,0.14
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,8150.87,-0.58
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,8307.35,1.92
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,8401.86,1.14
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,8399.77,-0.02
2017-08-30,0.0,-1.0,0.0,-0.89,0,1,8385.34,-0.17
2017-08-31,1.0,-0.0,1.0,-0.0,0,0,8359.33,-0.31
2017-09-01,0.0,-0.0,0.0,-0.0,0,0,8373.46,0.17
2017-09-04,0.0,-0.0,0.0,-0.0,0,0,8391.53,0.22
2017-09-05,0.0,-0.0,0.0,-0.0,0,0,8416.59,0.3
2017-09-06,0.48,-0.0,1.0,-0.0,1,0,8392.66,-0.28
2017-09-07,1.0,-0.48,1.0,-0.61,0,1,8336.32,-0.67
2017-09-08,0.0,-1.0,0.0,-1.0,0,0,8330.95,-0.06
2017-09-11,0.0,-1.0,0.0,-1.0,0,0,8324.36,-0.08
2017-09-12,1.0,-0.0,1.0,-0.0,0,0,8362.95,0.46
2017-09-13,0.0,-1.0,0.0,-1.0,0,0,8357.93,-0.06
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,8319.54,-0.46
2017-09-15,0.0,-1.0,0.0,-1.0,0,0,8299.18,-0.24
