date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,1882.47,
2017-08-02,0.0,-1.0,0.0,-1.0,0,0,1869.32,-0.7
2017-08-03,0.0,-1.0,0.0,-1.0,0,0,1869.21,-0.01
2017-08-04,0.0,-1.0,0.0,-1.0,0,0,1858.49,-0.57
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,1872.29,0.74
2017-08-08,0.0,-0.0,0.0,-0.0,0,0,1879.16,0.37
2017-08-09,0.0,-0.0,0.0,-0.0,0,0,1885.55,0.34
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,1872.6,-0.69
2017-08-11,1.0,-1.0,1.0,-1.0,0,0,1842.6,-1.6
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,1879.77,2.02
2017-08-15,0.0,-0.0,0.0,-0.0,0,0,1887.28,0.4
2017-08-16,0.0,-0.0,0.0,-0.0,0,0,1898.39,0.59
2017-08-17,0.0,-0.29,0.0,-0.34,0,1,1909.38,0.58
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,1902.25,-0.37
2017-08-21,0.0,-0.0,0.0,-0.0,0,0,1916.42,0.74
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,1908.32,-0.42
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,1902.0,-0.33
2017-08-24,0.0,-1.0,0.0,-1.0,0,0,1890.48,-0.61
2017-08-25,1.0,-0.09,1.0,-0.06,0,1,1910.13,1.04
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,1936.76,1.39
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,1932.06,-0.24
2017-08-30,0.0,-1.0,0.0,-1.0,0,0,1938.9,0.35
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,1944.94,0.31
2017-09-01,0.0,-0.22,0.0,-0.35,0,1,1956.35,0.59
2017-09-04,0.17,-0.0,0.0,-0.02,1,1,1968.12,0.6
2017-09-05,0.0,-1.0,0.0,-1.0,0,0,1972.14,0.2
2017-09-06,0.0,-0.26,0.0,-0.33,0,1,1979.53,0.37
2017-09-07,0.0,-0.0,0.0,-0.0,0,0,1972.74,-0.34
2017-09-08,0.0,-0.0,0.0,-0.0,0,0,1975.87,0.16
2017-09-11,0.73,-0.0,0.36,-0.0,1,0,1991.73,0.8
2017-09-12,0.0,-0.88,0.0,-0.86,0,1,1986.21,-0.28
2017-09-13,1.0,-0.0,1.0,-0.0,0,0,1994.98,0.44
2017-09-14,0.0,-1.0,0.0,-1.0,0,0,1993.53,-0.07
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,1987.98,-0.28
