date,signal_close_buy,signal_close_sell,signal_buy,signal_sell,diff_buy,diff_sell,close,pct_change
2017-08-01,0.0,-1.0,0.0,-1.0,0,0,1441.72,
2017-08-02,0.31,-0.1,0.02,-0.2,1,1,1434.73,-0.48
2017-08-03,0.85,-0.0,0.86,-0.0,1,0,1428.55,-0.43
2017-08-04,1.0,-0.0,1.0,-0.0,0,0,1416.81,-0.82
2017-08-07,1.0,-0.0,1.0,-0.0,0,0,1426.89,0.71
2017-08-08,0.0,-0.0,0.0,-0.0,0,0,1429.87,0.21
2017-08-09,0.0,-0.0,0.0,-0.0,0,0,1434.72,0.34
2017-08-10,0.0,-1.0,0.0,-1.0,0,0,1430.46,-0.3
2017-08-11,0.0,-1.0,0.0,-1.0,0,0,1411.45,-1.33
2017-08-14,1.0,-0.0,1.0,-0.0,0,0,1446.28,2.47
2017-08-15,0.0,-1.0,0.0,-1.0,0,0,1456.4,0.7
2017-08-16,0.0,-0.84,0.0,-1.0,0,1,1464.56,0.56
2017-08-17,0.0,-1.0,0.0,-1.0,0,0,1472.01,0.51
2017-08-18,0.0,-1.0,0.0,-1.0,0,0,1463.38,-0.59
2017-08-21,0.0,-0.71,0.0,-0.71,0,1,1474.19,0.74
2017-08-22,0.0,-1.0,0.0,-1.0,0,0,1471.88,-0.16
2017-08-23,0.0,-1.0,0.0,-1.0,0,0,1464.67,-0.49
2017-08-24,1.0,-1.0,1.0,-1.0,0,0,1454.49,-0.7
2017-08-25,1.0,-0.0,1.0,-0.0,0,0,1468.53,0.97
2017-08-28,1.0,-0.0,1.0,-0.0,0,0,1487.22,1.27
2017-08-29,0.0,-1.0,0.0,-1.0,0,0,1482.64,-0.31
2017-08-30,0.74,-1.0,0.39,-1.0,1,0,1489.42,0.46
2017-08-31,0.0,-1.0,0.0,-1.0,0,0,1493.47,0.27
2017-09-01,1.0,-0.31,0.61,-0.42,1,1,1504.38,0.73
2017-09-04,0.03,-0.0,0.0,-0.04,1,1,1515.2,0.72
2017-09-05,0.0,-1.0,0.0,-1.0,0,0,1520.04,0.32
2017-09-06,0.0,-0.22,0.0,-0.35,0,1,1524.38,0.29
2017-09-07,0.6,-0.0,0.44,-0.0,1,0,1516.56,-0.51
2017-09-08,0.88,-0.0,0.92,-0.0,1,0,1520.17,0.24
2017-09-11,1.0,-0.0,1.0,-0.0,0,0,1537.42,1.13
2017-09-12,1.0,-0.0,1.0,-0.0,0,0,1537.38,-0.0
2017-09-13,0.0,-0.46,0.0,-0.4,0,1,1542.26,0.32
2017-09-14,0.88,-0.23,0.93,-0.16,1,1,1534.69,-0.49
2017-09-15,1.0,-0.0,1.0,-0.0,0,0,1529.24,-0.36
