,signal_close_buy,signal_close_sell
2017-08-01,0.0,-1.0
2017-08-02,0.8155422210693359,-0.0
2017-08-03,0.0,-1.0
2017-08-04,0.0,-0.0
2017-08-07,1.0,-0.0
2017-08-08,0.4614133834838867,-0.0
2017-08-09,0.0,-0.0
2017-08-10,0.0,-1.0
2017-08-11,0.0,-1.0
2017-08-14,1.0,-0.0
2017-08-15,0.0,-1.0
2017-08-16,0.0,-0.441875696182251
2017-08-17,0.0,-1.0
2017-08-18,0.0,-1.0
2017-08-21,0.0,-0.22439980506896973
2017-08-22,0.0,-1.0
2017-08-23,0.0,-1.0
2017-08-24,0.0,-1.0
2017-08-25,1.0,-0.0
2017-08-28,1.0,-0.0
2017-08-29,0.0,-1.0
2017-08-30,0.0,-1.0
2017-08-31,0.0,-1.0
2017-09-01,0.0,-0.5427629947662354
2017-09-04,0.0,-0.0
2017-09-05,0.0,-1.0
2017-09-06,0.0,-0.442584753036499
2017-09-07,0.0,-0.03303360939025879
2017-09-08,0.0,-0.0
2017-09-11,1.0,-0.0
2017-09-12,0.0,-1.0
2017-09-13,0.0,-0.0
2017-09-14,0.039183616638183594,-0.026814937591552734
2017-09-15,1.0,-0.0
