date,open,high,low,close,volume
1995-12-19,59.622,60.315,59.511,60.315,944300.0
1995-12-20,60.315,60.457,60.056,60.381,2188500.0
1995-12-21,60.381,60.483,59.858,59.863,1768500.0
1995-12-22,59.863,59.953,59.374,59.399,508600.0
1995-12-27,59.362,59.797,59.286,59.78,454400.0
1995-12-28,59.769,59.834,59.477,59.48,534300.0
1995-12-29,59.48,59.973,59.286,59.481,605700.0
1996-01-02,59.481,59.789,58.87,58.969,269500.0
1996-01-03,58.969,59.803,58.941,59.803,1535900.0
1996-01-04,59.803,60.506,59.721,60.506,1240600.0
1996-01-05,60.541,60.997,60.469,60.947,2846300.0
1996-01-08,60.947,60.99100000000001,60.511,60.639,1584400.0
1996-01-09,60.639,61.024,60.62600000000001,60.999,1227500.0
1996-01-10,60.999,61.017,60.827,60.959,1675800.0
1996-01-11,60.959,61.022,60.63,61.008,788900.0
1996-01-12,61.008,61.017,60.795,60.847,3425300.0
1996-01-15,60.847,61.075,60.847,60.905,1959100.0
1996-01-16,60.905,61.206,60.839,61.206,3093300.0
1996-01-17,61.206,61.206,60.222,60.964,856500.0
1996-01-18,60.964,61.181,60.964,60.979,990200.0
1996-01-19,60.979,61.532,60.957,61.417,1315800.0
1996-01-22,61.417,61.44,61.007,61.007,2139200.0
1996-01-23,61.007,61.063,60.817,61.032,1217800.0
1996-01-24,61.078,61.078,60.825,61.003,1937400.0
1996-01-25,60.457,61.185,60.457,61.022,1838000.0
1996-01-26,61.022,61.395,60.973,61.395,2492600.0
1996-01-29,61.507,61.761,61.395,61.555,706100.0
1996-01-30,61.555,61.555,61.158,61.195,1861600.0
1996-01-31,61.195,61.195,60.923,60.923,2121300.0
1996-02-01,60.923,61.22,60.857,61.207,3603100.0
1996-02-02,61.207,61.681,61.207,61.661,1610700.0
1996-02-05,61.661,61.688,61.333,61.494,1581200.0
1996-02-06,61.494,61.649,60.205,60.205,1401600.0
1996-02-07,60.205,61.594,60.148,60.784,1107200.0
1996-02-08,60.784,60.972,60.06100000000001,60.599,782600.0
1996-02-09,60.599,60.869,60.37300000000001,60.37300000000001,888600.0
1996-02-12,60.37300000000001,60.677,59.877,60.021,923800.0
1996-02-13,60.021,60.288,59.106,60.15,1200900.0
1996-02-14,60.15,60.338,59.42100000000001,59.607,1485700.0
1996-02-15,59.607,60.11,59.567,59.878,1511800.0
1996-02-16,59.878,62.198,59.878,62.198,1095500.0
1996-03-04,62.222,62.222,61.29,61.688,2653200.0
1996-03-05,61.697,62.041,61.67,61.715,2868500.0
1996-03-06,61.722,62.11600000000001,61.669,61.91,2958900.0
1996-03-07,61.91,63.188,61.758,61.87300000000001,3556300.0
1996-03-08,61.87300000000001,62.039,61.782,61.782,2302600.0
1996-03-11,61.782,62.018,61.425,61.487,696200.0
1996-03-12,61.487,61.53,61.297,61.53,1890700.0
1996-03-13,61.53,61.53,61.12,61.12,1932400.0
1996-03-14,61.12,61.167,60.918,61.076,1321800.0
1996-03-15,61.076,61.309,60.973,61.225,2524600.0
1996-03-18,61.225,61.56399999999999,61.159,61.45,1146100.0
1996-03-19,61.45,61.622,61.417,61.519,1926700.0
1996-03-20,61.519,61.519,60.664,60.695,4125000.0
1996-03-21,60.695,60.914,60.62300000000001,60.629,1630200.0
1996-03-22,60.629,60.64,60.41,60.415,1723000.0
1996-03-25,60.415,60.54,60.305,60.334,999000.0
1996-03-26,60.334,60.447,60.275,60.368,1130500.0
1996-03-27,60.368,60.37600000000001,60.152,60.322,1044700.0
1996-03-28,60.29600000000001,60.482,60.29600000000001,60.43899999999999,2263200.0
1996-03-29,60.43899999999999,60.743,60.073,60.743,1420700.0
1996-04-01,60.743,60.757,60.515,60.649,2599000.0
1996-04-02,60.649,60.649,60.31100000000001,60.591,1530400.0
1996-04-03,60.591,60.654,60.562,60.592,1429100.0
1996-04-09,60.581,60.712,60.526,60.639,1107200.0
1996-04-10,60.635,60.795,60.583,60.583,989600.0
1996-04-11,60.021,60.637,59.933,60.17100000000001,3376700.0
1996-04-12,60.17100000000001,60.355,60.058,60.093,2996600.0
1996-04-15,60.093,60.535,60.049,60.434,732700.0
1996-04-16,60.405,60.608,60.27,60.521,860600.0
1996-04-17,60.51600000000001,60.666,60.404,60.404,780900.0
1996-04-18,60.404,60.69,60.118,60.358,2482900.0
1996-04-19,60.358,60.636,60.358,60.636,1508700.0
1996-04-22,60.636,60.863,60.502,60.833,1606300.0
1996-04-23,60.828,60.89,60.57899999999999,60.677,1947500.0
1996-04-24,60.672,61.155,60.672,61.052,2255800.0
1996-04-25,61.178,61.518,60.889,61.147,3711300.0
1996-04-26,61.147,61.827,61.147,61.755,4439700.0
1996-04-29,61.779,65.274,61.779,64.792,9290700.0
1996-04-30,64.913,66.76,64.266,65.747,12870300.0
1996-05-02,66.009,67.41199999999999,65.712,65.781,14389300.0
1996-05-03,65.815,66.097,64.898,66.027,7585600.0
1996-05-06,66.003,67.61399999999999,65.837,66.061,9011500.0
1996-05-07,66.061,69.889,65.851,66.232,4706500.0
1996-05-08,66.229,67.26899999999999,66.229,67.16199999999999,5669600.0
1996-05-09,67.16199999999999,67.795,66.804,66.935,6356900.0
1996-05-10,66.92399999999999,68.267,66.05,66.564,7608800.0
1996-05-13,66.564,66.985,66.564,66.745,4232300.0
1996-05-14,66.745,67.079,65.97399999999999,66.87899999999999,5554100.0
1996-05-15,66.825,66.986,66.03699999999999,66.208,6094900.0
1996-05-16,65.785,66.9,65.733,66.455,4197100.0
1996-05-17,66.376,67.827,66.376,67.327,8207800.0
1996-05-20,67.361,71.077,67.361,69.67,11900300.0
1996-05-21,69.8,70.774,69.038,69.038,7957000.0
1996-05-22,69.238,71.90100000000002,68.793,69.532,9836800.0
1996-05-23,69.558,70.21,69.405,69.513,7575900.0
1996-05-24,69.513,69.75,69.428,69.559,6012700.0
1996-05-27,69.559,70.913,69.55,70.888,3883500.0
1996-05-28,70.875,71.402,70.649,71.055,5472500.0
1996-05-29,71.055,71.32,70.202,70.382,6178200.0
1996-05-30,70.388,71.13,70.374,70.873,5627400.0
1996-05-31,70.891,71.041,70.455,70.814,5626900.0
1996-06-03,70.857,71.453,70.822,71.325,6844500.0
1996-06-04,71.29899999999998,71.32600000000002,70.92,70.959,6016200.0
1996-06-05,70.959,71.468,70.918,71.12100000000002,7553300.0
1996-06-06,71.095,71.415,70.98899999999998,71.033,5414500.0
1996-06-07,71.119,71.536,71.04899999999998,71.441,7633300.0
1996-06-10,71.47399999999998,71.967,71.334,71.346,7044300.0
1996-06-11,72.17,72.181,71.176,71.232,7560000.0
1996-06-12,71.262,73.676,71.262,73.464,12429300.0
1996-06-13,73.459,81.79,73.459,81.465,27300600.0
1996-06-14,82.459,92.941,82.454,92.062,55880300.0
1996-06-18,105.431,116.555,100.553,101.466,132677600.0
1996-06-19,94.941,94.941,81.334,85.861,81288200.0
1996-06-21,86.79899999999998,91.028,86.79899999999998,88.87799999999999,44795500.0
1996-06-24,88.43,88.93799999999996,84.009,84.009,18694600.0
1996-06-25,83.234,83.234,77.976,78.04,18014800.0
1996-06-26,77.322,82.146,76.446,80.936,18303000.0
1996-06-27,80.791,84.90100000000002,80.791,84.698,19243400.0
1996-06-28,85.181,86.495,84.72,85.369,20103300.0
1996-07-01,79.718,79.718,73.464,77.01100000000002,18669300.0
1996-07-02,76.926,79.387,76.665,78.889,12061900.0
1996-07-03,78.917,81.00399999999998,78.907,80.91199999999998,9651400.0
1996-07-04,81.38,82.515,80.975,81.226,10249300.0
1996-07-05,81.396,81.964,81.104,81.339,7849900.0
1996-07-08,81.503,81.813,81.148,81.235,18504700.0
1996-07-09,81.39699999999998,82.48200000000001,81.39699999999998,82.331,11040700.0
1996-07-10,82.38799999999998,83.825,82.38799999999998,83.713,12679900.0
1996-07-11,83.90299999999998,84.54899999999998,83.90299999999998,84.037,11737100.0
1996-07-12,84.06299999999997,84.06299999999997,83.585,83.913,8948200.0
